@RELATION DATASET

@ATTRIBUTE f0 real
@ATTRIBUTE f1 real

@data
2.17066642692,4.50573955312
3.23758303899,5.00016788231
2.78552104277,4.02770186842
4.42135520382,5.95009681962
2.33960406086,6.46540518898
2.62888668666,4.34554729098
2.81772896509,6.09829376989
3.5301929106,3.02870094206
2.82005037055,3.46049610615
2.46448680698,8.52228667002
2.60583644176,8.37887598276
3.33789699631,2.46075050347
0.470407576488,6.19920229398
3.4984829889,4.29233359671
3.83011492935,6.13819755582
3.45219254923,7.37262845484
3.07670709576,6.22411061663
4.3203106822,5.95961253713
0.947006837731,8.13884965757
1.68840330787,5.31642671506
3.33989938797,6.63879590146
2.69476670163,4.96954623557
3.3153188472,4.78743883367
4.65086777494,8.37832273101
3.10880004849,0.60874203503
0.0726476982852,5.56734339488
2.03106870506,3.56035887845
3.41863757669,6.18361262088
4.0269003859,3.8803060664
0.453504669065,5.32594020332
1.38866099246,5.56861346927
5.41300569548,6.46501752419
2.4872330559,6.88920909616
1.49497939434,7.03600462124
2.60766743685,2.87615221248
2.91103883086,7.22573981718
2.95893813377,7.21615737669
2.05464225495,8.17896096952
2.31692091487,5.01029535628
3.63111666688,6.67258810138
0.32512447238,5.30213958891
4.17174503737,3.58051778065
2.17545883244,6.37504167185
-1.13520793433,7.34979951942
1.58187789061,3.71771671833
2.44568490152,3.95790157079
1.73047828435,7.03800151916
2.44339076754,5.35189631239
1.52025914108,5.41626851146
1.45423219425,7.44691223875
4.8224580387,7.94651416245
1.86215163402,3.8898890782
2.11176100352,5.37514841749
0.346213725053,7.1420396368
2.68167344821,8.17608751195
1.30571067198,5.96859650326
2.41524811815,6.97214982121
2.40166358691,7.49063181317
1.31904223974,4.30717872379
3.87966658991,3.78802366381
2.00252813041,4.60248783673
3.05666278441,6.86184595745
2.45012566533,6.13879270003
2.57701312732,5.1564784207
3.15869276215,6.59425240237
2.91906692027,6.6597049848
2.24423404879,6.24673488436
1.98445973915,3.34634777826
2.19277652702,5.65028098238
1.95497252221,3.79422007996
4.04241610685,5.12477176649
1.96417900581,3.05802341783
3.99371461612,6.22549278367
1.82215064936,6.43014330993
1.71983030162,6.48660540183
1.83091829448,3.33601599832
4.1958361666,3.54981888157
1.90900323816,7.66276687177
5.50158800015,4.44303614376
3.40555372937,5.05757472665
1.96382402534,4.35653088339
1.340611623,4.66601131094
3.41095937294,4.82850105987
1.90817813331,2.93645139517
1.9606439214,6.14963189372
2.73581699111,4.4332615363
4.37775096136,5.83940846426
2.1190534028,4.30495551997
1.99924335712,1.99188669584
3.91856086192,6.50909635593
1.78458792187,4.62339018536
1.3269340339,6.62336490659
2.0287460661,5.22711748874
1.88508798423,7.4488826976
2.81209941346,7.91947743528
3.76093428161,3.87833592041
3.65825474388,4.68841860801
0.518567612275,6.46011755865
2.02359879969,7.35168418275
2.09039785801,2.51921089671
